NoCreditHistory,AverageMInFile,ExternalRiskEstimate,NumTotalTrades,MSinceMostRecentDelq,Total_Debt_Burden,NumInqLast6M
0,68,56,33,5,93,24
0,119,89,23,55,38,0
0,109,86,11,55,11,1
0,93,82,22,55,110,1
0,83,61,31,1,89,0
0,84,72,19,8,123,0
0,118,56,20,2,55,0
0,75,55,31,5,72,0
0,127,87,17,55,102,0
0,69,55,24,0,163,0
0,38,74,10,55,45,1
0,106,87,14,55,5,2
0,81,85,29,55,0,2
0,67,73,47,55,136,1
0,38,56,27,4,109,0
0,78,54,49,6,146,3
0,62,69,16,55,147,0
0,75,73,7,55,90,1
0,149,89,69,55,2,0
0,93,76,13,55,171,3
0,154,72,16,26,124,1
0,88,83,13,55,26,1
0,74,76,34,55,20,1
0,60,68,14,55,78,0
0,20,67,13,55,151,1
0,23,58,23,55,148,4
0,91,82,20,55,2,3
0,22,60,11,55,161,8
0,133,67,18,55,157,1
0,31,74,10,55,99,0
0,110,62,16,3,103,2
0,41,62,4,27,83,2
0,66,56,21,3,42,0
0,76,73,26,18,102,1
0,105,87,34,55,62,0
0,88,56,23,3,101,1
0,135,86,15,55,77,0
0,258,92,8,55,1,1
0,37,77,14,55,120,2
0,79,59,31,4,152,1
0,81,77,19,0,36,1
0,99,62,22,12,158,0
0,62,62,9,3,6,0
0,110,90,9,55,3,0
0,96,79,18,55,96,0
0,61,79,1,13,37,1
0,52,58,22,55,149,8
0,62,83,37,55,6,0
0,30,71,14,55,134,1
0,23,62,14,12,124,3
0,163,70,19,1,6,1
0,66,73,14,6,15,2
0,90,65,62,43,150,3
0,62,62,17,12,130,1
0,256,88,7,55,12,0
0,17,68,10,0,52,0
0,62,72,35,16,18,1
0,38,82,10,55,6,3
0,117,86,23,55,57,0
0,106,67,31,55,152,0
0,66,59,32,6,112,0
0,72,78,41,55,114,0
0,33,69,32,55,128,7
0,86,68,22,53,91,1
0,49,64,39,55,140,4
0,139,65,9,4,40,0
0,116,64,19,31,25,2
0,87,90,5,55,72,0
0,113,54,11,1,79,1
0,22,67,3,55,90,0
0,61,75,21,55,155,0
0,111,63,35,16,83,0
0,48,75,31,55,9,0
0,82,67,32,30,90,4
0,75,71,34,14,76,1
0,92,83,50,55,101,1
0,88,75,36,55,109,4
0,13,68,7,55,109,2
0,68,65,31,22,126,1
0,100,62,28,9,63,1
1,0,0,0,0,0,0
0,125,72,42,41,86,1
1,0,0,0,0,0,0
0,63,59,19,0,111,1
0,383,0,1,55,0,1
0,94,84,32,0,69,1
0,45,67,28,28,117,0
0,47,69,24,55,41,3
0,30,72,12,55,48,2
0,63,82,9,55,28,1
0,76,81,16,55,22,0
0,88,72,35,78,90,3
0,88,75,41,55,63,1
0,48,49,17,7,103,2
0,138,63,24,1,105,0
0,36,78,21,33,108,1
0,86,76,19,6,24,0
0,69,60,27,10,143,0
0,83,65,9,55,165,0
0,101,73,50,6,5,2
0,90,72,22,55,48,0
0,151,87,20,55,18,0
0,33,70,9,55,67,2
0,39,62,7,3,78,0
1,0,0,0,0,0,0
0,52,60,5,55,92,14
0,116,65,19,21,86,1
0,76,67,41,2,62,2
0,81,57,15,7,11,1
0,52,87,29,55,63,1
0,58,57,0,3,69,2
0,74,79,28,21,53,0
0,106,64,23,11,98,0
0,97,79,29,55,40,0
0,135,65,28,48,57,2
0,76,66,33,16,94,0
0,57,57,17,4,144,2
0,93,77,39,19,13,1
1,0,0,0,0,0,0
0,53,69,4,0,95,2
0,126,71,19,9,89,0
0,52,80,12,55,10,1
0,17,75,10,55,75,4
0,96,90,21,55,0,0
0,51,68,17,55,145,2
0,121,77,20,55,130,0
0,94,56,30,55,82,2
0,66,74,26,13,116,0
0,111,67,10,68,97,1
0,162,88,5,55,17,1
0,93,73,10,55,73,1
0,77,73,37,55,82,2
0,111,82,28,55,125,1
0,83,61,35,58,160,0
0,115,87,18,55,38,0
0,70,67,36,55,50,5
0,66,84,0,55,4,0
0,45,72,16,25,33,2
0,113,86,32,55,63,1
0,52,60,27,7,108,1
0,81,68,28,1,87,2
0,54,61,26,47,142,1
0,72,66,41,55,62,3
0,84,56,24,2,94,2
0,99,71,14,55,86,3
0,85,79,9,55,14,3
0,91,78,57,12,1,1
0,16,52,24,4,35,2
0,104,62,24,3,129,0
0,79,70,15,36,34,0
0,33,65,12,55,85,0
0,54,73,11,55,174,2
0,94,66,33,0,102,4
0,50,70,14,24,124,4
0,79,56,12,0,152,2
0,81,73,36,25,14,7
0,94,74,18,53,37,0
0,89,69,31,55,78,0
0,60,58,42,3,156,2
0,79,86,27,55,66,0
0,84,84,20,55,51,5
0,83,69,23,55,82,3
0,128,83,56,55,35,1
0,26,64,15,55,141,0
0,124,92,34,55,0,0
0,103,89,11,55,93,0
0,63,57,32,23,155,3
0,68,86,33,55,78,1
0,23,55,13,7,184,0
0,72,88,28,55,2,0
0,69,73,40,53,85,0
0,75,83,26,55,95,1
0,148,89,20,55,3,0
0,104,91,6,55,1,0
0,52,78,1,55,42,1
0,104,61,22,2,179,0
0,57,78,41,55,92,3
0,61,84,14,55,61,1
0,72,61,30,1,85,0
0,142,83,25,55,51,0
0,122,82,5,55,16,1
0,97,76,41,55,140,3
0,111,79,14,55,93,2
0,72,84,42,55,99,0
0,35,58,0,2,110,0
0,78,81,26,24,67,1
0,35,59,16,37,77,1
0,20,62,10,46,126,2
0,91,78,38,55,123,1
0,104,86,11,55,2,0
0,138,59,27,5,68,1
0,84,84,28,55,80,0
1,0,0,0,0,0,0
0,65,83,19,57,76,1
0,81,70,21,39,64,8
0,65,88,15,55,97,0
0,72,78,49,78,73,4
0,63,71,31,2,105,2
0,56,70,19,34,115,1
0,97,89,1,55,2,0
0,37,80,8,55,0,2
0,94,69,30,11,116,0
0,100,72,5,1,54,0
0,60,54,16,11,79,3
0,111,74,20,4,6,1
0,128,71,20,55,175,1
1,0,0,0,0,0,0
0,57,54,0,5,147,0
1,0,0,0,0,0,0
0,100,82,31,55,62,1
0,117,71,30,9,21,2
0,79,74,43,55,41,0
0,123,66,4,13,41,2
0,72,85,34,55,4,1
0,109,84,8,55,33,0
0,85,69,3,55,10,2
0,83,87,23,55,51,0
1,0,0,0,0,0,0
0,63,72,15,55,123,4
0,75,58,15,5,44,2
0,75,66,40,55,137,6
0,20,64,4,0,72,0
0,36,80,13,55,99,5
0,109,90,18,55,8,0
0,35,76,17,55,20,0
0,72,81,6,55,19,0
0,116,66,29,1,12,1
0,115,76,25,68,43,2
0,98,88,25,55,63,0
0,115,78,25,55,113,1
1,0,0,0,0,0,0
0,78,77,35,55,11,2
0,103,88,26,55,27,0
0,139,82,30,64,0,0
0,45,59,11,3,100,3
0,76,69,27,11,115,0
0,64,66,9,55,34,7
0,207,91,9,55,1,1
0,128,69,25,14,117,0
0,101,91,12,55,98,0
0,70,68,31,17,96,1
0,47,73,12,46,123,1
0,90,70,31,55,121,0
0,108,66,10,9,100,0
0,14,55,20,10,139,2
0,99,63,16,0,26,0
0,53,73,20,32,66,0
0,87,71,17,57,70,0
0,110,65,59,11,90,1
0,71,75,10,55,33,0
0,75,80,34,55,42,0
0,28,61,16,8,125,0
0,44,67,22,71,34,1
0,111,77,27,43,44,1
0,65,82,14,55,27,0
0,77,60,0,55,19,4
0,60,76,61,13,109,1
0,80,67,11,17,87,0
0,40,58,11,48,136,0
0,62,85,12,55,70,0
0,96,55,45,4,30,4
0,52,63,4,6,171,1
0,64,63,26,6,122,2
0,50,78,16,27,91,1
0,52,77,12,55,104,2
0,99,83,28,55,91,0
0,53,74,12,62,3,2
1,0,0,0,0,0,0
0,143,85,21,55,10,0
0,61,66,24,0,110,0
0,50,64,20,6,83,0
0,80,73,2,2,72,2
0,28,63,10,30,72,0
0,29,68,0,9,9,5
0,67,65,11,17,49,0
0,59,70,25,1,76,1
0,123,71,23,71,143,3
0,86,84,46,55,106,3
0,48,84,33,55,90,1
0,103,55,13,3,1,3
0,42,62,12,5,104,1
0,96,89,19,55,76,0
0,117,67,24,2,147,2
0,82,56,29,6,163,1
0,102,74,41,55,68,2
0,94,86,11,55,87,0
0,74,84,19,45,85,1
0,72,68,33,3,82,0
1,0,0,0,0,0,0
0,84,63,37,10,127,2
0,30,71,17,23,107,0
0,80,77,28,31,91,2
0,42,77,13,59,106,3
0,71,87,19,55,5,2
0,83,56,23,3,143,0
0,68,86,21,55,0,0
0,101,75,24,65,117,0
0,65,88,21,55,50,1
0,128,91,6,55,3,0
0,93,71,31,9,46,1
0,84,69,30,55,167,9
0,94,65,11,36,47,1
0,66,62,14,10,44,1
0,89,69,24,4,42,3
0,114,80,13,38,88,0
0,40,60,27,55,143,1
0,85,74,10,55,131,1
0,135,66,15,8,70,1
0,58,70,19,55,139,4
1,0,0,0,0,0,0
0,147,62,21,10,46,3
0,58,78,45,55,89,2
0,69,68,19,55,11,0
0,104,62,24,55,104,1
0,101,87,33,55,6,0
0,69,71,34,55,117,1
0,79,73,11,16,16,1
0,116,89,21,55,83,2
0,113,70,19,11,89,0
0,89,74,33,8,56,0
0,74,75,51,55,108,0
1,0,0,0,0,0,0
0,197,57,9,2,72,0
0,22,70,8,55,137,1
0,78,67,27,55,125,1
0,60,56,17,3,140,0
0,31,59,15,11,14,0
0,79,60,24,38,113,2
0,72,42,62,0,186,2
0,68,66,42,73,143,1
0,74,75,36,55,138,4
0,61,67,27,30,86,1
0,65,76,32,55,121,2
0,100,86,24,55,0,2
0,83,72,20,37,144,0
0,93,64,32,1,92,5
0,70,63,10,4,95,3
0,43,68,13,55,72,2
0,62,72,11,55,142,5
0,58,64,19,18,123,1
0,77,88,20,71,60,0
0,108,82,30,55,43,2
0,74,79,30,72,92,2
1,0,0,0,0,0,0
0,108,78,15,55,90,4
0,100,78,11,55,5,0
0,58,59,24,5,137,10
0,75,73,18,55,182,2
0,223,85,11,55,34,0
0,66,62,45,2,111,3
0,45,55,33,8,185,0
0,13,65,11,55,122,2
0,109,81,6,55,76,1
0,161,71,0,23,88,0
0,73,58,24,2,0,5
0,196,64,36,9,88,0
0,47,64,4,20,23,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,48,62,3,41,3,3
0,170,89,8,55,0,0
0,63,61,19,8,13,0
0,32,66,7,64,111,1
0,46,73,21,55,127,0
0,105,75,2,55,100,0
0,104,71,36,55,139,0
0,69,72,20,55,129,0
0,36,67,14,55,53,1
0,25,56,22,31,172,2
0,66,56,49,6,85,8
0,52,60,15,8,26,0
0,72,76,7,14,65,0
1,0,0,0,0,0,0
0,81,60,10,2,100,0
0,109,92,4,55,2,1
0,70,83,18,42,87,0
0,53,78,16,55,45,1
0,46,61,23,33,163,4
0,53,63,2,5,0,0
0,41,59,27,55,122,4
0,32,69,16,55,123,2
0,23,65,12,55,150,1
0,33,71,26,0,115,11
0,73,77,10,0,11,0
0,43,55,12,2,22,1
0,19,65,6,55,76,3
0,81,65,44,15,140,3
0,41,67,4,24,87,3
0,108,70,26,74,71,0
0,53,61,17,19,136,1
0,102,71,22,11,111,1
0,58,85,22,55,2,0
0,68,60,6,4,0,4
0,194,74,20,43,139,0
0,61,62,19,18,82,2
1,0,0,0,0,0,0
0,89,77,52,38,27,0
0,67,61,28,12,41,0
0,47,59,13,10,144,0
0,7,76,3,55,0,1
0,177,91,3,55,2,0
0,86,88,10,55,9,1
0,119,74,18,8,59,4
0,37,65,14,17,114,3
0,35,63,7,66,96,9
0,74,59,40,5,93,2
0,118,62,18,1,135,1
1,0,0,0,0,0,0
0,61,88,13,55,73,1
0,82,78,58,47,12,3
0,58,74,40,0,92,0
0,50,62,46,1,109,6
0,58,82,22,55,104,0
0,78,75,13,55,183,1
0,83,71,26,13,75,1
0,158,80,17,55,0,0
0,75,76,31,55,99,1
0,71,66,23,8,143,3
0,67,67,31,53,80,0
0,100,62,32,16,62,0
0,61,63,10,55,78,3
0,92,62,28,1,114,0
0,38,64,4,72,191,0
0,25,84,7,55,103,0
0,127,67,19,9,18,2
1,0,0,0,0,0,0
0,111,73,22,41,123,1
0,68,71,38,55,145,2
0,52,67,25,63,30,10
0,85,70,12,55,95,0
0,96,78,13,55,50,1
0,95,86,16,55,42,0
0,81,80,28,44,7,5
0,63,71,47,62,83,1
0,58,71,16,55,0,1
0,16,78,3,55,0,16
0,58,83,20,12,0,0
0,148,70,17,15,28,0
0,114,73,5,19,1,0
0,26,80,13,55,88,0
0,58,80,42,0,96,0
0,143,87,6,55,12,0
0,90,69,46,7,123,1
0,58,78,22,55,40,3
0,81,66,25,55,81,1
0,72,68,21,5,35,1
0,70,65,11,4,21,1
0,18,62,4,55,196,6
0,110,67,23,10,46,0
0,174,86,6,69,0,0
0,50,74,19,11,103,1
0,82,69,36,0,40,2
0,117,86,29,55,58,0
0,42,62,13,48,141,4
0,68,73,33,8,19,0
0,70,54,15,9,142,0
0,47,68,36,6,74,1
0,63,77,36,55,13,0
0,87,82,25,12,0,0
0,74,70,22,66,155,0
0,73,64,34,2,10,0
0,51,65,65,55,124,6
0,25,66,27,39,116,3
0,46,71,18,55,133,1
0,61,62,25,31,70,0
0,119,92,11,55,54,0
0,92,76,15,66,47,1
1,0,0,0,0,0,0
0,103,69,27,9,108,1
0,23,59,22,55,139,3
0,71,78,24,25,45,1
0,30,67,14,55,139,1
0,115,58,7,2,81,0
0,58,61,21,0,128,0
0,40,60,9,0,180,0
0,75,85,16,55,33,0
0,80,62,11,32,57,2
0,117,87,26,55,3,4
0,39,61,21,23,179,1
0,23,65,7,55,95,1
0,65,86,21,55,88,5
0,51,63,16,1,99,3
0,58,69,22,55,86,0
0,86,77,15,17,26,1
0,72,66,8,45,46,1
0,68,58,8,19,0,1
0,118,72,20,55,50,7
0,75,76,51,55,108,0
0,73,71,13,50,99,1
0,22,54,34,55,128,5
0,34,76,15,55,110,1
0,39,75,8,55,118,0
0,31,56,29,43,71,2
0,124,78,15,34,19,1
1,0,0,0,0,0,0
0,63,81,31,55,37,2
0,52,69,16,74,149,1
0,58,70,3,55,183,2
0,71,86,35,55,97,1
0,51,68,21,55,50,2
0,40,71,28,55,98,2
0,38,79,10,55,10,0
0,71,78,28,55,57,2
0,68,65,12,28,139,1
0,109,88,17,55,5,2
0,92,80,18,55,103,0
0,65,64,10,60,125,0
0,84,84,22,55,46,0
0,128,76,37,9,4,1
0,92,76,42,69,78,1
0,75,81,48,55,2,1
1,0,0,0,0,0,0
0,65,74,46,33,149,1
0,74,69,25,12,65,6
0,117,57,34,2,98,0
0,99,75,28,23,75,2
0,27,56,3,38,47,0
0,78,78,29,59,6,1
0,106,82,23,55,8,1
0,85,64,8,1,46,2
0,99,79,33,0,130,0
0,96,73,13,44,45,0
0,42,66,16,55,146,3
0,109,86,26,55,13,0
0,86,82,14,55,105,1
0,101,56,29,1,123,2
0,54,66,4,21,97,3
0,85,84,26,55,31,0
0,67,55,29,1,77,3
1,0,0,0,0,0,0
0,115,72,19,19,8,3
0,79,73,29,55,50,1
0,51,68,15,55,139,0
0,68,71,69,55,72,0
0,73,66,26,6,116,0
0,78,85,11,55,92,0
0,55,85,28,55,11,2
0,68,71,31,55,96,1
0,67,59,28,55,39,0
0,48,80,10,24,82,1
0,60,72,32,55,99,0
0,116,68,23,34,1,4
0,91,71,0,0,140,0
0,123,88,27,55,14,0
0,102,63,44,4,78,4
0,86,81,46,55,0,2
0,17,61,9,55,179,8
0,79,68,29,2,80,0
0,33,60,7,30,92,0
0,156,92,11,55,0,0
0,48,71,27,55,90,3
0,89,76,30,55,114,3
0,72,58,26,1,92,4
0,110,72,31,3,8,2
0,89,67,55,12,73,2
0,121,60,13,41,104,1
0,90,61,25,3,60,5
0,126,89,16,55,52,1
0,89,85,18,55,14,1
0,202,91,11,55,5,1
0,48,75,10,27,0,0
0,18,57,5,55,100,1
0,64,77,36,14,97,1
0,69,63,15,16,144,1
0,31,77,1,55,0,6
0,74,75,8,7,107,2
0,81,70,35,55,135,1
0,84,85,35,55,86,2
0,122,66,44,38,132,0
0,53,67,40,55,126,1
0,30,62,22,13,96,0
0,46,65,36,80,135,1
0,73,79,23,0,111,0
0,94,77,9,40,60,0
0,58,67,32,11,80,2
0,60,65,25,4,148,0
0,26,61,19,55,172,4
0,58,78,53,55,86,1
0,63,78,24,50,68,2
0,110,59,8,24,85,1
0,61,61,47,12,33,2
0,74,57,35,7,139,5
0,92,88,28,55,70,0
0,93,88,16,55,2,1
0,97,77,14,45,43,0
0,128,80,32,55,56,0
0,65,86,1,55,49,0
0,49,64,29,55,153,0
0,67,77,15,73,74,1
0,84,74,21,55,77,2
0,38,64,8,55,160,0
1,0,0,0,0,0,0
0,85,76,16,55,143,0
0,94,65,29,2,31,1
0,93,86,39,55,60,0
0,53,80,30,55,0,0
0,100,82,29,54,0,0
0,117,79,31,3,5,1
0,46,55,26,2,98,0
0,44,61,27,55,142,10
0,59,61,23,16,19,0
0,134,68,23,2,101,3
1,0,0,0,0,0,0
0,142,82,15,55,29,1
0,106,85,19,55,34,3
0,104,81,19,55,63,0
0,17,63,10,55,143,3
0,115,74,43,9,23,0
0,65,71,20,3,137,0
0,27,70,4,55,100,1
0,59,68,10,8,84,1
0,62,73,19,13,66,0
0,99,68,35,42,115,0
0,136,80,23,55,98,1
0,69,78,6,55,30,1
0,108,73,19,11,23,3
0,25,68,5,55,88,1
0,63,75,53,25,41,1
0,146,74,8,4,47,0
0,109,65,17,39,69,1
0,77,63,36,32,151,11
0,63,72,13,52,0,3
0,64,59,5,3,90,0
0,96,68,22,11,79,0
0,61,76,21,22,89,2
0,77,65,30,7,172,6
0,91,88,16,55,0,0
0,88,83,0,14,106,1
0,25,71,16,55,131,0
0,135,59,34,4,61,1
0,38,67,7,55,143,1
0,116,78,16,55,45,14
0,44,78,7,55,0,0
0,99,89,37,55,77,1
0,92,80,42,55,19,2
0,60,59,13,55,76,2
0,39,61,32,10,124,4
0,19,65,37,55,138,4
0,57,72,0,55,56,0
0,70,82,23,55,70,0
0,139,92,4,55,1,1
0,100,78,12,55,82,0
0,82,86,15,55,87,1
0,36,57,10,10,134,1
0,69,60,24,6,0,6
0,78,92,8,55,6,0
0,111,64,34,2,53,0
0,72,74,37,69,129,1
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,36,76,9,55,131,1
0,78,81,38,55,104,5
1,0,0,0,0,0,0
0,166,63,16,5,0,0
0,67,75,33,31,10,4
0,19,69,2,55,58,1
0,69,75,44,55,125,0
1,0,0,0,0,0,0
0,80,73,30,55,120,5
0,84,66,9,51,65,1
1,0,0,0,0,0,0
0,42,55,18,1,145,9
0,66,57,36,22,93,2
0,104,70,22,3,49,1
0,86,80,37,49,1,2
0,102,88,8,55,83,1
0,64,85,20,55,60,0
0,89,85,13,55,69,0
0,219,76,6,8,22,3
0,40,69,21,55,143,3
0,31,71,9,55,113,2
0,70,59,7,10,133,0
0,139,85,11,55,82,1
0,35,67,13,10,23,7
0,165,73,7,59,104,0
0,55,67,26,14,140,0
0,60,83,25,55,80,2
0,102,78,0,17,116,0
0,71,71,26,35,78,3
0,69,84,21,55,21,2
0,55,81,29,55,96,2
0,124,70,8,8,116,4
0,50,66,18,24,62,4
0,104,82,40,55,29,2
0,20,80,3,55,24,2
0,68,75,21,55,90,1
0,90,86,13,55,44,0
0,55,69,28,3,17,0
0,111,68,15,9,4,0
0,83,89,12,55,0,0
0,68,72,28,18,125,0
1,0,0,0,0,0,0
0,116,61,41,13,97,12
0,92,81,16,55,74,0
0,95,84,21,27,9,2
0,85,61,29,6,129,0
0,138,86,23,55,104,1
0,41,65,17,5,133,1
0,120,80,17,55,34,3
0,102,77,39,55,103,1
0,82,66,26,0,103,0
0,94,80,19,55,81,1
0,60,73,16,15,166,0
0,73,66,29,5,12,1
0,69,74,37,42,163,2
0,32,73,29,55,28,4
0,46,65,27,11,140,0
0,97,72,24,40,38,0
0,50,73,17,55,114,1
0,65,83,10,55,65,1
0,76,72,25,12,22,3
0,56,80,23,55,13,4
0,53,66,24,76,102,0
1,0,0,0,0,0,0
0,84,75,31,55,141,0
0,77,57,39,2,93,3
0,82,74,16,5,3,2
0,60,81,27,55,80,1
0,65,75,17,78,0,1
0,100,72,48,55,95,0
0,98,83,22,55,20,2
0,93,87,18,55,7,1
0,87,80,30,55,57,0
0,80,61,7,7,91,2
0,57,72,17,55,121,0
0,74,84,17,36,74,3
0,101,66,36,8,39,1
0,72,77,16,55,0,0
0,75,84,19,55,83,1
0,91,62,33,7,62,0
0,80,63,12,8,113,17
0,56,84,36,55,102,0
0,49,69,28,55,80,0
0,67,72,25,28,161,0
0,56,62,16,5,57,1
0,66,59,4,13,100,1
1,0,0,0,0,0,0
0,16,75,4,55,85,1
0,36,72,13,55,44,1
0,90,78,44,55,54,1
0,58,65,33,0,95,5
0,94,89,19,55,3,0
0,68,71,33,50,88,5
0,41,73,27,77,87,0
0,77,69,2,17,88,0
0,20,68,16,55,128,8
1,0,0,0,0,0,0
0,202,87,18,55,95,0
0,67,62,20,6,180,0
0,92,78,43,55,128,2
0,98,83,77,55,14,2
0,57,80,33,55,6,0
0,29,63,7,12,105,1
0,85,86,16,25,1,1
0,77,67,56,32,149,0
0,26,55,3,25,100,1
0,33,69,11,14,18,0
0,59,79,35,55,0,0
0,77,76,17,26,5,0
0,102,79,38,22,2,2
0,120,85,19,55,59,0
0,93,86,32,55,6,0
0,140,77,27,55,72,1
0,89,79,27,55,29,1
0,17,77,21,55,77,2
0,75,71,25,73,83,1
1,0,0,0,0,0,0
0,137,71,44,55,140,2
0,17,66,5,55,67,3
1,0,0,0,0,0,0
0,57,78,24,55,0,1
0,47,62,25,59,173,0
0,31,71,20,55,116,1
0,89,73,38,36,95,2
0,101,82,25,55,8,0
0,94,83,24,55,81,0
0,101,85,6,55,19,0
0,140,85,0,55,96,0
0,37,79,16,55,103,1
0,35,64,26,55,153,1
0,96,70,15,8,25,1
0,90,72,78,55,124,0
0,109,75,31,18,22,4
0,53,55,56,17,151,6
0,45,68,43,21,91,0
1,0,0,0,0,0,0
0,140,85,18,55,12,1
0,50,85,20,55,63,1
0,76,71,20,55,84,4
0,47,68,21,55,30,0
0,90,78,34,25,24,0
0,9,62,15,55,44,2
0,67,72,42,55,55,1
0,80,56,20,1,82,0
0,89,86,17,55,5,0
0,68,54,30,20,181,0
0,61,75,11,13,0,1
0,65,59,25,1,95,4
0,81,66,44,3,100,2
0,56,86,12,55,0,0
0,105,80,15,55,35,0
0,81,79,30,55,13,0
0,94,83,18,56,107,0
0,78,63,17,5,110,0
0,136,89,22,55,0,0
0,134,66,29,8,46,0
0,40,64,15,55,101,3
0,40,83,11,55,100,1
0,69,66,17,55,96,0
0,50,59,5,39,0,7
0,11,39,11,1,0,4
0,37,67,26,70,101,0
0,61,54,30,4,124,1
0,66,80,36,55,79,0
0,62,59,23,32,186,2
0,131,73,6,14,59,0
0,77,89,6,55,6,0
0,78,68,54,55,1,0
0,71,84,0,55,71,0
0,21,60,16,39,168,5
0,99,65,30,3,81,1
0,201,80,20,55,133,1
0,59,65,7,55,75,4
0,49,80,25,55,80,1
0,77,82,40,24,4,0
0,166,75,13,20,0,2
0,159,65,39,3,104,0
1,0,0,0,0,0,0
0,11,70,13,55,106,1
0,46,66,20,55,145,1
0,57,72,31,55,141,1
1,0,0,0,0,0,0
0,101,82,33,55,54,1
0,128,66,15,8,128,0
0,63,88,6,55,48,0
0,226,91,3,55,1,0
0,96,80,21,55,82,1
0,120,74,34,55,110,0
0,75,67,27,55,187,1
0,101,70,36,55,96,0
0,50,63,32,75,123,6
0,40,65,20,55,111,1
0,80,67,7,25,23,1
0,97,70,32,19,44,4
0,58,63,32,71,124,4
1,0,0,0,0,0,0
0,128,86,17,55,22,0
0,91,82,0,57,0,0
0,69,65,33,55,34,5
0,58,76,16,6,2,1
0,71,65,14,29,10,1
0,98,45,51,1,131,0
0,42,64,13,55,177,0
0,45,83,16,55,25,2
0,54,71,28,55,154,5
0,69,75,30,55,143,0
0,44,74,14,55,134,0
0,90,60,32,10,105,3
0,59,87,9,55,0,1
0,115,82,30,19,61,0
0,73,85,5,55,2,1
0,80,70,58,0,135,2
1,0,0,0,0,0,0
0,115,65,26,55,187,0
0,98,80,17,55,46,1
0,69,76,14,37,98,2
0,70,79,44,55,102,0
0,62,80,19,55,64,0
0,95,83,37,55,77,1
0,79,84,24,55,120,0
0,82,70,24,44,35,3
0,14,59,14,55,123,2
0,78,76,27,55,109,4
1,0,0,0,0,0,0
0,96,67,9,0,77,10
0,27,65,16,55,152,2
0,93,79,11,26,15,1
0,116,88,6,55,2,0
0,120,79,33,17,97,0
0,92,78,23,51,104,0
0,9,66,15,55,97,2
0,43,62,11,14,84,0
0,19,50,17,4,131,0
0,65,59,53,2,175,5
0,46,76,19,55,46,0
0,105,60,22,3,127,1
0,73,75,39,77,25,2
0,92,57,37,3,22,1
0,72,72,23,55,116,0
0,71,85,13,55,112,1
0,138,68,30,13,47,0
0,53,69,40,55,154,1
0,83,66,17,8,64,0
0,13,59,15,55,120,1
0,120,68,21,55,90,0
1,0,0,0,0,0,0
0,74,66,23,13,57,1
0,70,88,22,55,0,0
0,44,75,22,26,1,5
0,205,80,33,55,69,0
0,170,79,8,16,100,1
0,63,69,31,0,36,0
0,65,73,27,55,72,5
0,78,56,42,7,145,3
0,59,77,19,72,84,3
0,60,81,51,73,96,0
0,85,88,76,55,7,0
0,29,77,22,55,95,2
0,80,83,5,55,9,0
0,85,74,30,55,37,0
0,93,62,24,5,75,0
0,115,64,16,35,159,0
0,63,74,17,31,129,2
0,73,78,28,55,114,0
0,63,84,28,55,0,0
0,25,78,10,55,87,2
0,82,79,15,52,26,0
0,70,61,13,27,98,0
1,0,0,0,0,0,0
0,80,74,42,55,109,3
0,38,68,22,20,137,1
0,84,71,16,0,56,1
0,52,67,12,55,187,1
0,19,56,8,8,152,2
0,77,80,25,55,13,3
0,75,86,19,55,2,0
0,74,54,23,1,94,0
0,108,74,28,33,130,0
0,88,82,31,55,20,0
0,67,82,19,55,58,1
0,71,57,48,1,161,10
0,77,61,33,20,139,2
0,81,62,9,17,95,0
0,98,70,64,67,64,3
0,90,90,10,55,1,1
0,73,72,22,55,59,1
0,107,89,2,55,77,0
0,118,84,17,55,19,0
0,109,85,23,55,19,0
0,82,87,9,55,7,0
0,54,64,9,24,142,0
0,21,73,5,55,99,4
0,75,68,29,55,161,1
0,99,78,22,55,42,1
1,0,0,0,0,0,0
0,43,66,14,55,132,0
0,75,77,9,19,1,2
0,31,64,14,55,64,1
0,28,70,30,55,96,3
0,55,67,12,55,150,0
1,0,0,0,0,0,0
0,48,82,18,55,0,2
0,72,79,14,55,15,0
0,40,70,30,10,92,0
0,119,67,3,4,151,1
0,44,72,13,55,58,0
0,8,63,2,55,75,7
0,67,68,21,4,37,3
0,55,65,24,9,91,2
1,0,0,0,0,0,0
0,98,79,20,55,43,1
0,127,91,9,55,0,0
0,59,74,23,71,49,1
0,48,69,39,55,108,7
0,54,68,15,55,6,2
1,0,0,0,0,0,0
0,84,90,39,55,1,0
0,90,86,18,55,102,1
0,50,58,5,5,83,1
0,78,57,24,9,124,0
0,60,86,16,55,0,1
0,63,63,31,20,128,1
0,113,68,23,14,38,0
0,114,63,24,14,115,0
0,56,79,20,55,25,3
0,142,93,11,55,1,0
0,34,66,4,55,163,5
0,69,81,23,15,1,0
0,66,60,18,19,22,3
0,91,75,57,55,13,4
0,109,68,27,6,91,0
0,76,63,14,1,47,2
0,252,88,3,55,15,1
0,125,61,22,12,193,0
0,101,68,24,47,144,2
0,68,72,16,5,8,0
0,97,86,22,55,0,4
0,86,79,18,68,0,0
0,65,67,24,3,91,0
0,89,65,66,3,124,1
0,50,72,42,39,107,6
0,61,82,51,55,80,3
0,71,76,49,40,47,1
0,56,57,18,17,180,0
